[107.829570770] 2018-01-12 13:45:21,349 - INFO - launcher: Starting sanity checks
[108.330965042] 2018-01-12 13:45:21,349 - INFO - launcher: Checking for Python 3.5+
[108.330965042] 2018-01-12 13:45:21,349 - INFO - launcher: Checking console encoding
[108.830451965] 2018-01-12 13:45:21,350 - INFO - launcher: Setting console encoding to UTF-8
[108.830451965] 2018-01-12 13:45:21,350 - INFO - launcher: Ensuring we're in the right environment
[126.929044724] 2018-01-12 13:45:21,368 - INFO - launcher: Adding local bins/ folder to path
[127.929449081] 2018-01-12 13:45:21,369 - INFO - launcher: Required checks passed.
[143.047094345] 2018-01-12 13:45:21,384 - INFO - launcher: Optional checks passed.
[143.549680710] 2018-01-12 13:45:21,384 - INFO - launcher: Moving old musicbot log

######################### PRE-RUN SANITY CHECKS PASSED #########################

[1238.0105826854705811] 2018-01-12 14:05:59,251 - INFO - musicbot.entry | In entry.py::MainThread(8500), line 219 in _really_download: Download started: https://youtube.com/watch?v=UVnn6ueVs9A
[1239.7878904342651367] 2018-01-12 14:06:01,029 - INFO - musicbot.entry | In entry.py::MainThread(8500), line 226 in _really_download: Download complete: https://youtube.com/watch?v=UVnn6ueVs9A
[1240.0239789485931396] 2018-01-12 14:06:01,265 - FFMPEG - musicbot.player | In player.py::MainThread(8500), line 268 in _play: Creating player with options: -nostdin -vn audio_cache\youtube-UVnn6ueVs9A-Palace_-_Slow_Burn.webm
[1240.2447292804718018] 2018-01-12 14:06:01,485 - DEBUG - musicbot.bot | In bot.py::MainThread(8500), line 781 in serialize_queue: Serializing queue for 302866413482147842
[1454.2686858177185059] 2018-01-12 14:09:35,509 - INFO - musicbot.entry | In entry.py::MainThread(8500), line 219 in _really_download: Download started: https://youtube.com/watch?v=Xu04qI3BsBA
[1456.1309275627136230] 2018-01-12 14:09:37,372 - INFO - musicbot.entry | In entry.py::MainThread(8500), line 226 in _really_download: Download complete: https://youtube.com/watch?v=Xu04qI3BsBA
[1456.2595138549804688] 2018-01-12 14:09:37,500 - FFMPEG - musicbot.player | In player.py::MainThread(8500), line 268 in _play: Creating player with options: -nostdin -vn audio_cache\youtube-Xu04qI3BsBA-Super_Meat_Boy_-_Digital_Special_Edition_Soundtrack_-_26_Can_o_Salt_RETRO_Ch_3_Warp_Zone.webm
[1456.3145508766174316] 2018-01-12 14:09:37,555 - DEBUG - musicbot.bot | In bot.py::MainThread(8500), line 781 in serialize_queue: Serializing queue for 302866413482147842
[1659.7999534606933594] 2018-01-12 14:13:01,041 - INFO - musicbot.entry | In entry.py::MainThread(8500), line 219 in _really_download: Download started: https://youtube.com/watch?v=IAAh4s5JrAs
[1661.8298492431640625] 2018-01-12 14:13:03,071 - INFO - musicbot.entry | In entry.py::MainThread(8500), line 226 in _really_download: Download complete: https://youtube.com/watch?v=IAAh4s5JrAs
[1661.8333508968353271] 2018-01-12 14:13:03,074 - FFMPEG - musicbot.player | In player.py::MainThread(8500), line 268 in _play: Creating player with options: -nostdin -vn audio_cache\youtube-IAAh4s5JrAs-Shawn_Wasabi_-_Uncool_Lunch_Tables_Skrillex_Recess_mashup.webm
[1662.0637497901916504] 2018-01-12 14:13:03,304 - DEBUG - musicbot.bot | In bot.py::MainThread(8500), line 781 in serialize_queue: Serializing queue for 302866413482147842
[1850.0652821063995361] 2018-01-12 14:16:11,306 - INFO - musicbot.entry | In entry.py::MainThread(8500), line 219 in _really_download: Download started: https://youtube.com/watch?v=6vUjU3_YS1k
[1851.8916375637054443] 2018-01-12 14:16:13,132 - INFO - musicbot.entry | In entry.py::MainThread(8500), line 226 in _really_download: Download complete: https://youtube.com/watch?v=6vUjU3_YS1k
[1852.0692560672760010] 2018-01-12 14:16:13,310 - FFMPEG - musicbot.player | In player.py::MainThread(8500), line 268 in _play: Creating player with options: -nostdin -vn audio_cache\youtube-6vUjU3_YS1k-Trap_-_Stonebank_-_Never_Looking_Back_Monstercat_Release.webm
[1852.3489391803741455] 2018-01-12 14:16:13,590 - DEBUG - musicbot.bot | In bot.py::MainThread(8500), line 781 in serialize_queue: Serializing queue for 302866413482147842
[2071.3155980110168457] 2018-01-12 14:19:52,556 - VOICEDEBUG - musicbot.bot | In bot.py::MainThread(8500), line 2564 in on_voice_state_update: Voice state update for 302377298873679872/Bex#1417 on Gaming and More :3/AFK -> [LEAVE, MOVE, MUTE]
[2111.5474746227264404] 2018-01-12 14:20:32,788 - INFO - musicbot.entry | In entry.py::MainThread(8500), line 219 in _really_download: Download started: https://youtube.com/watch?v=X62lV9WdVmo
[2112.9819548130035400] 2018-01-12 14:20:34,223 - INFO - musicbot.entry | In entry.py::MainThread(8500), line 226 in _really_download: Download complete: https://youtube.com/watch?v=X62lV9WdVmo
[2113.5503334999084473] 2018-01-12 14:20:34,791 - FFMPEG - musicbot.player | In player.py::MainThread(8500), line 268 in _play: Creating player with options: -nostdin -vn audio_cache\youtube-X62lV9WdVmo-Pegboard_Nerds_-_Heartbit_ft._Tia.webm
[2113.6889262199401855] 2018-01-12 14:20:34,930 - DEBUG - musicbot.bot | In bot.py::MainThread(8500), line 781 in serialize_queue: Serializing queue for 302866413482147842
[2281.0452177524566650] 2018-01-12 14:23:22,286 - VOICEDEBUG - musicbot.bot | In bot.py::MainThread(8500), line 2564 in on_voice_state_update: Voice state update for 302377298873679872/Bex#1417 on Gaming and More :3/Gta -> [MOVE, UNMUTE]
[2284.8064148426055908] 2018-01-12 14:23:26,047 - INFO - musicbot.entry | In entry.py::MainThread(8500), line 219 in _really_download: Download started: https://youtube.com/watch?v=3x5eFVWfcVA
[2286.9570031166076660] 2018-01-12 14:23:28,198 - INFO - musicbot.entry | In entry.py::MainThread(8500), line 226 in _really_download: Download complete: https://youtube.com/watch?v=3x5eFVWfcVA
[2286.9615063667297363] 2018-01-12 14:23:28,202 - FFMPEG - musicbot.player | In player.py::MainThread(8500), line 268 in _play: Creating player with options: -nostdin -vn audio_cache\youtube-3x5eFVWfcVA-Lush_Simon_Gazzo_-_Wasted_Love_ft._Robbie_Rosen.webm
[2287.3104166984558105] 2018-01-12 14:23:28,551 - DEBUG - musicbot.bot | In bot.py::MainThread(8500), line 781 in serialize_queue: Serializing queue for 302866413482147842
[2291.8669106960296631] 2018-01-12 14:23:33,108 - VOICEDEBUG - musicbot.bot | In bot.py::MainThread(8500), line 2564 in on_voice_state_update: Voice state update for 400269627609055243/GaM Bot 1#8328 on Gaming and More :3/Gta -> [JOIN, MOVE]
[2291.8669106960296631] 2018-01-12 14:23:33,108 - INFO - musicbot.bot | In bot.py::MainThread(8500), line 2575 in on_voice_state_update: 400269627609055243/GaM Bot 1#8328 has joined Gaming and More :3/Gta
[2318.8409476280212402] 2018-01-12 14:24:00,082 - VOICEDEBUG - musicbot.bot | In bot.py::MainThread(8500), line 2564 in on_voice_state_update: Voice state update for 323124758638100482/ruby55#4205 on Gaming and More :3/AFK -> [LEAVE, MOVE, MUTE]
[2321.2943289279937744] 2018-01-12 14:24:02,535 - VOICEDEBUG - musicbot.bot | In bot.py::MainThread(8500), line 2564 in on_voice_state_update: Voice state update for 323124758638100482/ruby55#4205 on Gaming and More :3/Gta -> [JOIN, MOVE, UNMUTE]
[2321.2948291301727295] 2018-01-12 14:24:02,536 - INFO - musicbot.bot | In bot.py::MainThread(8500), line 2575 in on_voice_state_update: 323124758638100482/ruby55#4205 has joined Gaming and More :3/Gta
[2458.5389618873596191] 2018-01-12 14:26:19,780 - VOICEDEBUG - musicbot.bot | In bot.py::MainThread(8500), line 2564 in on_voice_state_update: Voice state update for 261878700696403968/vítek#3847 on Gaming and More :3/Only-puk-:D -> [LEAVE, MOVE]
[2461.4138798713684082] 2018-01-12 14:26:22,655 - VOICEDEBUG - musicbot.bot | In bot.py::MainThread(8500), line 2564 in on_voice_state_update: Voice state update for 302377298873679872/Bex#1417 on Gaming and More :3/Only-puk-:D -> [LEAVE, MOVE]
[2462.5186164379119873] 2018-01-12 14:26:23,759 - VOICEDEBUG - musicbot.bot | In bot.py::MainThread(8500), line 2564 in on_voice_state_update: Voice state update for 323124758638100482/ruby55#4205 on Gaming and More :3/Only-puk-:D -> [LEAVE, MOVE]
[2465.2164158821105957] 2018-01-12 14:26:26,457 - VOICEDEBUG - musicbot.bot | In bot.py::MainThread(8500), line 2555 in on_voice_state_update: Empty voice state update, likely a session id change
[2466.5362968444824219] 2018-01-12 14:26:27,777 - VOICEDEBUG - musicbot.bot | In bot.py::MainThread(8500), line 2564 in on_voice_state_update: Voice state update for 400269627609055243/GaM Bot 1#8328 on Gaming and More :3/Only-puk-:D -> [JOIN, MOVE]
[2466.5362968444824219] 2018-01-12 14:26:27,777 - INFO - musicbot.bot | In bot.py::MainThread(8500), line 2575 in on_voice_state_update: 400269627609055243/GaM Bot 1#8328 has joined Gaming and More :3/Only-puk-:D
[2471.3693892955780029] 2018-01-12 14:26:32,610 - INFO - musicbot.entry | In entry.py::MainThread(8500), line 219 in _really_download: Download started: https://youtube.com/watch?v=bXbTtU252yM
[2473.6262192726135254] 2018-01-12 14:26:34,867 - INFO - musicbot.entry | In entry.py::MainThread(8500), line 226 in _really_download: Download complete: https://youtube.com/watch?v=bXbTtU252yM
[2473.6302211284637451] 2018-01-12 14:26:34,871 - FFMPEG - musicbot.player | In player.py::MainThread(8500), line 268 in _play: Creating player with options: -nostdin -vn audio_cache\youtube-bXbTtU252yM-Avenged_Sevenfold_-_Second_Heartbeat.webm
[2474.0015051364898682] 2018-01-12 14:26:35,242 - DEBUG - musicbot.bot | In bot.py::MainThread(8500), line 781 in serialize_queue: Serializing queue for 302866413482147842
[2479.0411887168884277] 2018-01-12 14:26:40,282 - VOICEDEBUG - musicbot.bot | In bot.py::MainThread(8500), line 2555 in on_voice_state_update: Empty voice state update, likely a session id change
[2483.0229077339172363] 2018-01-12 14:26:44,264 - VOICEDEBUG - musicbot.bot | In bot.py::MainThread(8500), line 2555 in on_voice_state_update: Empty voice state update, likely a session id change
[2484.1636841297149658] 2018-01-12 14:26:45,404 - VOICEDEBUG - musicbot.bot | In bot.py::MainThread(8500), line 2564 in on_voice_state_update: Voice state update for 400269627609055243/GaM Bot 1#8328 on Gaming and More :3/Solo -> [JOIN, MOVE]
[2484.1636841297149658] 2018-01-12 14:26:45,404 - INFO - musicbot.bot | In bot.py::MainThread(8500), line 2575 in on_voice_state_update: 400269627609055243/GaM Bot 1#8328 has joined Gaming and More :3/Solo
[2484.1726901531219482] 2018-01-12 14:26:45,413 - INFO - musicbot.bot | In bot.py::MainThread(8500), line 2590 in on_voice_state_update: Pausing in Gaming and More :3/Solo (joining empty channel)
